source_paper_id,source_s2_paperId,target_s2_paperId
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,8cb34cbdcf65c23ef98430441b14a648c4e8d992
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,a54b56af24bb4873ed0163b77df63b92bd018ddc
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,f789425a7af1d012675118d7d10cd50afad09074
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,d07284a6811f1b2745d91bdb06b040b57f226882
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,5b6ec746d309b165f9f9def873a2375b6fb40f3d
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,50004c086ffd6a201a4b782281aaa930fbfe6ecf
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,6364fdaa0a0eccd823a779fcdd489173f938e91a
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,0c908739fbff75f03469d13d4a1a07de3414ee19
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,71b7178df5d2b112d07e45038cb5637208659ff7
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,dbcec357d451b5cc91705ea395b3d3955a828aaa
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,40720d75663735374ddc827dbe847235906530bd
6,f12499fe3c086703d061eff1bec6302d6af6da00,f3e0261ba587e13f9d2183dc860cd9091c4666f2
6,f12499fe3c086703d061eff1bec6302d6af6da00,9e06fa16e44f663faf4ad6cd91e6e4248628f016
6,f12499fe3c086703d061eff1bec6302d6af6da00,d2d84d56f730f81d276a02b48d5d44db5bde0b4a
6,f12499fe3c086703d061eff1bec6302d6af6da00,d3ab5e576bcf20c732101618f559fa57d8acc280
6,f12499fe3c086703d061eff1bec6302d6af6da00,574130ae32cc7e55971a6382c344953906cdd707
6,f12499fe3c086703d061eff1bec6302d6af6da00,600cecc388ca0f1ed89e09b1df9c9d79b45d5293
6,f12499fe3c086703d061eff1bec6302d6af6da00,ef122de37f6fe57403974bbfb12d4f7d2f183e1f
6,f12499fe3c086703d061eff1bec6302d6af6da00,3c6f2e0c5ff5dff6151c3e6489378a53318a75b4
6,f12499fe3c086703d061eff1bec6302d6af6da00,b54c3599a17db5a71349877a8567400117efbade
6,f12499fe3c086703d061eff1bec6302d6af6da00,07038b2d2da9f1785a1e8e260a75c8215bd36ac7
6,f12499fe3c086703d061eff1bec6302d6af6da00,35b142ea69598e6241f0011312128031df55895c
6,f12499fe3c086703d061eff1bec6302d6af6da00,abdb0f9d1486dbb024c4bc9f8f9dc40464c58715
6,f12499fe3c086703d061eff1bec6302d6af6da00,fe6670cfc0d0dfe184afc8e003df51333d3a750e
6,f12499fe3c086703d061eff1bec6302d6af6da00,7d22ad3573101337bca2091fb0114b377c4f3db6
6,f12499fe3c086703d061eff1bec6302d6af6da00,0d1c76d45afa012ded7ab741194baf142117c495
6,f12499fe3c086703d061eff1bec6302d6af6da00,017010b941d902a467f6d329ae5e74fd67e67912
6,f12499fe3c086703d061eff1bec6302d6af6da00,909ad57ce8caa6b390a65ae09db352d27d8f3996
6,f12499fe3c086703d061eff1bec6302d6af6da00,789b8487da7188442085983caba3ffaae05531e9
6,f12499fe3c086703d061eff1bec6302d6af6da00,1ff9a37d766e3a4f39757f5e1b235a42dacf18ff
6,f12499fe3c086703d061eff1bec6302d6af6da00,bf76cb3bd7a54c60138f9523ffb462a486c4807b
6,f12499fe3c086703d061eff1bec6302d6af6da00,d67976e4cd3ddc541172455c854c2be76d15baae
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,aece4e094fa348916d2015b69ecf3e2ce4305e54
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,5e5b275501b156d412bf08cf596be194623409fd
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,3dff5d0be6a2b4249365a970e77af64e0b0fba2d
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,04ce6c9e753b57991b66b9c3e1e41b7eab687023
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,5cfa90fc07d457efde701155bda6e8b032c147bd
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,f20555bfefd34568ae2f37d23c7b506aa8b2f4af
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,231c1fee5f0e48722f025961bf3016ca5e4c6072
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,fa874e7b66a5b936469872054986c8f340701146
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,932b9fd1e2aaf3c56841304b7a49e30c804f6234
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,1cdfa7c3465943a295f8df2d2097c4bb3e222426
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,597d9134ffc53d9c3ba58368d12a3e4d24893bf0
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,3b8abd466697998c6e17df2cd30f48a7594d795b
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,fd06e7aaf9131c9a625d374841844adce6e0ed09
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,7caaafd5a3ee033c98e792c7ea5b699d005753d5
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,92259fcde062eeb232214c75e849dc5d9094599c
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,e8243b2aafab80aac0be162f17a720c40fba180d
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,511db1334ffd1bc78927051ea348871559a3b337
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,eadb1e7da375939e25083ae3936c4f4ef1f2a719
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,bc73d53ba859c56ab08c41c475d45a9ae6d021cb
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,2232808cf3161ca4c434126e35f47ee33c0c8219
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,5fca8bbec714e403fa0f95a56b355c8ca835bcc0
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,f4af3fe736b616452424d50cbd47d52f0a210582
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,d9bc8169326d3cca0860ec76247715bc7beaf9c9
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,ae06bc1e8e67c27b89329ebcfe61b71625d853f6
7,e8a9ca7bfd5d3e9897eeaf713b8c8497646e8f50,1f58c42f44113f1c3c8a97c538e78f37f839f4b8
